Nelemtj = 608, ElemNodeEnd = 127, ElemMyelenEnd = 607
frontloc = 0.00154317, frontloc_old = 0.0015, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_21.chk" (0s, XML)
Steps: 2200000  Time: 0.022       
 CPU Time: 47.2625 min.
(Nodeid,phi):  (0,117.181),  (1,117.181),  (2,28.7293),  (3,0.572933),  (4,0.0103685),  (5,-0.000868135),  (6,-0.00109257),  (7,-0.00109706),  (8,-0.00109715),  (9,-0.00109715),  (10,-0.00109715),  (11,-0.00109715),  (12,-0.00109715),  (13,-0.00109715),  (14,-0.00109715),  (15,-0.00109715),  (16,-0.00109715),  (17,-0.00109715),  (18,-0.00109715),  (19,-0.00109715),  (20,-0.00109715),  (21,-0.00109715),  (22,-0.00109715),  (23,-0.00109715),  (24,-0.00109715),  (25,-0.00109715),  (26,-0.00109715),  (27,-0.00109715),  (28,-0.00109715),  (29,-0.00109715),  (30,-0.00109715),  (31,-0.00109714), 
frontloc = 0.00158634, frontloc_old = 0.00154317, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_22.chk" (0s, XML)
Steps: 2300000  Time: 0.023       
 CPU Time: 41.9224 min.
(Nodeid,phi):  (0,117.194),  (1,117.194),  (2,30.7432),  (3,0.613504),  (4,0.0111771),  (5,-0.000853699),  (6,-0.00109399),  (7,-0.0010988),  (8,-0.0010989),  (9,-0.0010989),  (10,-0.0010989),  (11,-0.0010989),  (12,-0.0010989),  (13,-0.0010989),  (14,-0.0010989),  (15,-0.0010989),  (16,-0.0010989),  (17,-0.0010989),  (18,-0.0010989),  (19,-0.0010989),  (20,-0.0010989),  (21,-0.0010989),  (22,-0.0010989),  (23,-0.0010989),  (24,-0.0010989),  (25,-0.0010989),  (26,-0.0010989),  (27,-0.0010989),  (28,-0.0010989),  (29,-0.0010989),  (30,-0.0010989),  (31,-0.00109889), 
frontloc = 0.001625, frontloc_old = 0.00158634, cond. vel. = 0.0386634 m/s

Writing: "ThinLine2DTestL06ANIS20_23.chk" (0s, XML)
Steps: 2400000  Time: 0.024       
 CPU Time: 41.8943 min.
(Nodeid,phi):  (0,117.201),  (1,117.201),  (2,32.8872),  (3,0.656877),  (4,0.0120418),  (5,-0.000838112),  (6,-0.00109536),  (7,-0.00110051),  (8,-0.00110062),  (9,-0.00110062),  (10,-0.00110062),  (11,-0.00110062),  (12,-0.00110062),  (13,-0.00110062),  (14,-0.00110062),  (15,-0.00110062),  (16,-0.00110062),  (17,-0.00110062),  (18,-0.00110062),  (19,-0.00110062),  (20,-0.00110062),  (21,-0.00110062),  (22,-0.00110062),  (23,-0.00110062),  (24,-0.00110062),  (25,-0.00110062),  (26,-0.00110062),  (27,-0.00110062),  (28,-0.00110062),  (29,-0.00110062),  (30,-0.00110062),  (31,-0.00110061), 
frontloc = 0.00166817, frontloc_old = 0.001625, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_24.chk" (0s, XML)
Steps: 2500000  Time: 0.025       
 CPU Time: 42.0573 min.
(Nodeid,phi):  (0,117.203),  (1,117.203),  (2,35.1661),  (3,0.703256),  (4,0.0129665),  (5,-0.000821293),  (6,-0.00109668),  (7,-0.00110219),  (8,-0.0011023),  (9,-0.0011023),  (10,-0.0011023),  (11,-0.0011023),  (12,-0.0011023),  (13,-0.0011023),  (14,-0.0011023),  (15,-0.0011023),  (16,-0.0011023),  (17,-0.0011023),  (18,-0.0011023),  (19,-0.0011023),  (20,-0.0011023),  (21,-0.0011023),  (22,-0.0011023),  (23,-0.0011023),  (24,-0.0011023),  (25,-0.0011023),  (26,-0.0011023),  (27,-0.0011023),  (28,-0.0011023),  (29,-0.0011023),  (30,-0.0011023),  (31,-0.00110229), 
frontloc = 0.00170683, frontloc_old = 0.00166817, cond. vel. = 0.0386634 m/s

Writing: "ThinLine2DTestL06ANIS20_25.chk" (0s, XML)
Steps: 2600000  Time: 0.026       
 CPU Time: 42.1841 min.
(Nodeid,phi):  (0,117.2),  (1,117.2),  (2,37.5836),  (3,0.752854),  (4,0.0139556),  (5,-0.000803157),  (6,-0.00109794),  (7,-0.00110384),  (8,-0.00110395),  (9,-0.00110396),  (10,-0.00110396),  (11,-0.00110396),  (12,-0.00110396),  (13,-0.00110396),  (14,-0.00110395),  (15,-0.00110396),  (16,-0.00110396),  (17,-0.00110396),  (18,-0.00110396),  (19,-0.00110396),  (20,-0.00110396),  (21,-0.00110396),  (22,-0.00110396),  (23,-0.00110396),  (24,-0.00110396),  (25,-0.00110396),  (26,-0.00110396),  (27,-0.00110396),  (28,-0.00110396),  (29,-0.00110396),  (30,-0.00110396),  (31,-0.00110395), 
frontloc = 0.00175, frontloc_old = 0.00170683, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_26.chk" (0s, XML)
Steps: 2700000  Time: 0.027       
 CPU Time: 42.234 min.
(Nodeid,phi):  (0,117.191),  (1,117.191),  (2,40.1411),  (3,0.805901),  (4,0.0150135),  (5,-0.000783614),  (6,-0.00109914),  (7,-0.00110545),  (8,-0.00110558),  (9,-0.00110558),  (10,-0.00110558),  (11,-0.00110558),  (12,-0.00110558),  (13,-0.00110558),  (14,-0.00110558),  (15,-0.00110558),  (16,-0.00110558),  (17,-0.00110558),  (18,-0.00110558),  (19,-0.00110558),  (20,-0.00110558),  (21,-0.00110558),  (22,-0.00110558),  (23,-0.00110558),  (24,-0.00110558),  (25,-0.00110558),  (26,-0.00110558),  (27,-0.00110558),  (28,-0.00110558),  (29,-0.00110558),  (30,-0.00110558),  (31,-0.00110557), 
frontloc = 0.00177826, frontloc_old = 0.00175, cond. vel. = 0.0282603 m/s

Writing: "ThinLine2DTestL06ANIS20_27.chk" (0s, XML)
Steps: 2800000  Time: 0.028       
 CPU Time: 42.2045 min.
(Nodeid,phi):  (0,117.179),  (1,117.179),  (2,42.8377),  (3,0.862642),  (4,0.0161453),  (5,-0.000762567),  (6,-0.00110027),  (7,-0.00110703),  (8,-0.00110717),  (9,-0.00110717),  (10,-0.00110717),  (11,-0.00110717),  (12,-0.00110717),  (13,-0.00110717),  (14,-0.00110717),  (15,-0.00110717),  (16,-0.00110717),  (17,-0.00110717),  (18,-0.00110717),  (19,-0.00110717),  (20,-0.00110717),  (21,-0.00110717),  (22,-0.00110717),  (23,-0.00110717),  (24,-0.00110717),  (25,-0.00110717),  (26,-0.00110717),  (27,-0.00110717),  (28,-0.00110717),  (29,-0.00110717),  (30,-0.00110717),  (31,-0.00110716), 
frontloc = 0.00179317, frontloc_old = 0.00177826, cond. vel. = 0.014908 m/s

Writing: "ThinLine2DTestL06ANIS20_28.chk" (0s, XML)
Steps: 2900000  Time: 0.029       
 CPU Time: 42.2087 min.
(Nodeid,phi):  (0,117.162),  (1,117.162),  (2,45.6693),  (3,0.923337),  (4,0.0173561),  (5,-0.000739912),  (6,-0.00110135),  (7,-0.00110858),  (8,-0.00110873),  (9,-0.00110873),  (10,-0.00110873),  (11,-0.00110873),  (12,-0.00110873),  (13,-0.00110873),  (14,-0.00110873),  (15,-0.00110873),  (16,-0.00110873),  (17,-0.00110873),  (18,-0.00110873),  (19,-0.00110873),  (20,-0.00110873),  (21,-0.00110873),  (22,-0.00110873),  (23,-0.00110873),  (24,-0.00110873),  (25,-0.00110873),  (26,-0.00110873),  (27,-0.00110873),  (28,-0.00110873),  (29,-0.00110873),  (30,-0.00110873),  (31,-0.00110872), 
frontloc = 0.00183183, frontloc_old = 0.00179317, cond. vel. = 0.0386634 m/s

Writing: "ThinLine2DTestL06ANIS20_29.chk" (0s, XML)
Steps: 3000000  Time: 0.03        
 CPU Time: 42.2044 min.
(Nodeid,phi):  (0,117.142),  (1,117.142),  (2,48.6285),  (3,0.988266),  (4,0.0186515),  (5,-0.000715538),  (6,-0.00110236),  (7,-0.0011101),  (8,-0.00111026),  (9,-0.00111026),  (10,-0.00111026),  (11,-0.00111026),  (12,-0.00111026),  (13,-0.00111026),  (14,-0.00111026),  (15,-0.00111026),  (16,-0.00111026),  (17,-0.00111026),  (18,-0.00111026),  (19,-0.00111026),  (20,-0.00111026),  (21,-0.00111026),  (22,-0.00111026),  (23,-0.00111026),  (24,-0.00111026),  (25,-0.00111026),  (26,-0.00111026),  (27,-0.00111026),  (28,-0.00111026),  (29,-0.00111026),  (30,-0.00111026),  (31,-0.00111025), 
frontloc = 0.001875, frontloc_old = 0.00183183, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_30.chk" (0s, XML)
Steps: 3100000  Time: 0.031       
 CPU Time: 42.225 min.
(Nodeid,phi):  (0,117.118),  (1,117.118),  (2,51.7044),  (3,1.05773),  (4,0.0200376),  (5,-0.000689325),  (6,-0.00110331),  (7,-0.00111159),  (8,-0.00111176),  (9,-0.00111176),  (10,-0.00111176),  (11,-0.00111176),  (12,-0.00111176),  (13,-0.00111176),  (14,-0.00111176),  (15,-0.00111176),  (16,-0.00111176),  (17,-0.00111176),  (18,-0.00111176),  (19,-0.00111176),  (20,-0.00111176),  (21,-0.00111176),  (22,-0.00111176),  (23,-0.00111176),  (24,-0.00111176),  (25,-0.00111176),  (26,-0.00111176),  (27,-0.00111176),  (28,-0.00111176),  (29,-0.00111176),  (30,-0.00111176),  (31,-0.00111175), 
frontloc = 0.00191366, frontloc_old = 0.001875, cond. vel. = 0.0386634 m/s

Writing: "ThinLine2DTestL06ANIS20_31.chk" (0s, XML)
Steps: 3200000  Time: 0.032       
 CPU Time: 41.634 min.
(Nodeid,phi):  (0,117.091),  (1,117.091),  (2,54.8821),  (3,1.13206),  (4,0.0215208),  (5,-0.000661142),  (6,-0.00110419),  (7,-0.00111305),  (8,-0.00111323),  (9,-0.00111323),  (10,-0.00111323),  (11,-0.00111323),  (12,-0.00111323),  (13,-0.00111324),  (14,-0.00111323),  (15,-0.00111323),  (16,-0.00111323),  (17,-0.00111324),  (18,-0.00111323),  (19,-0.00111323),  (20,-0.00111324),  (21,-0.00111323),  (22,-0.00111323),  (23,-0.00111323),  (24,-0.00111323),  (25,-0.00111323),  (26,-0.00111323),  (27,-0.00111324),  (28,-0.00111323),  (29,-0.00111323),  (30,-0.00111323),  (31,-0.00111323), 
frontloc = 0.00195683, frontloc_old = 0.00191366, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_32.chk" (0s, XML)
Steps: 3300000  Time: 0.033       
 CPU Time: 47.0606 min.
(Nodeid,phi):  (0,117.06),  (1,117.06),  (2,58.1434),  (3,1.21161),  (4,0.0231082),  (5,-0.000630851),  (6,-0.001105),  (7,-0.00111449),  (8,-0.00111468),  (9,-0.00111468),  (10,-0.00111468),  (11,-0.00111468),  (12,-0.00111468),  (13,-0.00111468),  (14,-0.00111468),  (15,-0.00111468),  (16,-0.00111468),  (17,-0.00111468),  (18,-0.00111468),  (19,-0.00111468),  (20,-0.00111468),  (21,-0.00111468),  (22,-0.00111468),  (23,-0.00111468),  (24,-0.00111468),  (25,-0.00111468),  (26,-0.00111468),  (27,-0.00111468),  (28,-0.00111468),  (29,-0.00111468),  (30,-0.00111468),  (31,-0.00111467), 
frontloc = 0.002, frontloc_old = 0.00195683, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_33.chk" (0s, XML)
Steps: 3400000  Time: 0.034       
 CPU Time: 48.3909 min.
(Nodeid,phi):  (0,117.027),  (1,117.027),  (2,61.4667),  (3,1.29675),  (4,0.0248074),  (5,-0.000598299),  (6,-0.00110574),  (7,-0.00111589),  (8,-0.00111609),  (9,-0.0011161),  (10,-0.0011161),  (11,-0.0011161),  (12,-0.0011161),  (13,-0.0011161),  (14,-0.0011161),  (15,-0.0011161),  (16,-0.0011161),  (17,-0.0011161),  (18,-0.0011161),  (19,-0.0011161),  (20,-0.0011161),  (21,-0.0011161),  (22,-0.0011161),  (23,-0.0011161),  (24,-0.0011161),  (25,-0.0011161),  (26,-0.0011161),  (27,-0.0011161),  (28,-0.0011161),  (29,-0.0011161),  (30,-0.0011161),  (31,-0.00111609), 
frontloc = 0.00204317, frontloc_old = 0.002, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_34.chk" (0s, XML)
Steps: 3500000  Time: 0.035       
 CPU Time: 48.3841 min.
(Nodeid,phi):  (0,116.991),  (1,116.991),  (2,64.8278),  (3,1.38788),  (4,0.0266264),  (5,-0.000563328),  (6,-0.0011064),  (7,-0.00111726),  (8,-0.00111748),  (9,-0.00111749),  (10,-0.00111749),  (11,-0.00111749),  (12,-0.00111749),  (13,-0.00111749),  (14,-0.00111748),  (15,-0.00111749),  (16,-0.00111749),  (17,-0.00111749),  (18,-0.00111749),  (19,-0.00111749),  (20,-0.00111749),  (21,-0.00111749),  (22,-0.00111748),  (23,-0.00111749),  (24,-0.00111749),  (25,-0.00111749),  (26,-0.00111749),  (27,-0.00111749),  (28,-0.00111749),  (29,-0.00111748),  (30,-0.00111748),  (31,-0.00111748), 

Writing: "ThinLine2DTestL06ANIS20_35.chk" (0s, XML)
Steps: 3600000  Time: 0.036       
 CPU Time: 48.3947 min.
(Nodeid,phi):  (0,116.952),  (1,116.952),  (2,68.2002),  (3,1.48545),  (4,0.0285738),  (5,-0.000525765),  (6,-0.00110698),  (7,-0.00111861),  (8,-0.00111884),  (9,-0.00111885),  (10,-0.00111885),  (11,-0.00111885),  (12,-0.00111885),  (13,-0.00111885),  (14,-0.00111885),  (15,-0.00111885),  (16,-0.00111885),  (17,-0.00111885),  (18,-0.00111885),  (19,-0.00111885),  (20,-0.00111885),  (21,-0.00111885),  (22,-0.00111885),  (23,-0.00111885),  (24,-0.00111885),  (25,-0.00111885),  (26,-0.00111885),  (27,-0.00111885),  (28,-0.00111885),  (29,-0.00111885),  (30,-0.00111885),  (31,-0.00111884), 
frontloc = 0.00208634, frontloc_old = 0.00204317, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_36.chk" (0s, XML)
Steps: 3700000  Time: 0.037       
 CPU Time: 48.395 min.
(Nodeid,phi):  (0,116.911),  (1,116.911),  (2,71.5564),  (3,1.5899),  (4,0.0306588),  (5,-0.00048543),  (6,-0.00110748),  (7,-0.00111993),  (8,-0.00112018),  (9,-0.00112019),  (10,-0.00112019),  (11,-0.00112018),  (12,-0.00112019),  (13,-0.00112019),  (14,-0.00112018),  (15,-0.00112018),  (16,-0.00112018),  (17,-0.00112019),  (18,-0.00112018),  (19,-0.00112019),  (20,-0.00112019),  (21,-0.00112018),  (22,-0.00112018),  (23,-0.00112019),  (24,-0.00112019),  (25,-0.00112019),  (26,-0.00112018),  (27,-0.00112019),  (28,-0.00112018),  (29,-0.00112018),  (30,-0.00112018),  (31,-0.00112018), 
frontloc = 0.002125, frontloc_old = 0.00208634, cond. vel. = 0.0386634 m/s

Writing: "ThinLine2DTestL06ANIS20_37.chk" (0s, XML)
Steps: 3800000  Time: 0.038       
 CPU Time: 48.3816 min.
(Nodeid,phi):  (0,116.867),  (1,116.867),  (2,74.8686),  (3,1.70172),  (4,0.0328909),  (5,-0.00044213),  (6,-0.0011079),  (7,-0.00112122),  (8,-0.00112149),  (9,-0.0011215),  (10,-0.0011215),  (11,-0.0011215),  (12,-0.0011215),  (13,-0.0011215),  (14,-0.00112149),  (15,-0.0011215),  (16,-0.0011215),  (17,-0.0011215),  (18,-0.0011215),  (19,-0.0011215),  (20,-0.0011215),  (21,-0.0011215),  (22,-0.00112149),  (23,-0.0011215),  (24,-0.0011215),  (25,-0.0011215),  (26,-0.0011215),  (27,-0.0011215),  (28,-0.0011215),  (29,-0.00112149),  (30,-0.00112149),  (31,-0.00112149), 
frontloc = 0.00216817, frontloc_old = 0.002125, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_38.chk" (0s, XML)
Steps: 3900000  Time: 0.039       
 CPU Time: 48.372 min.
(Nodeid,phi):  (0,116.821),  (1,116.821),  (2,78.1097),  (3,1.82141),  (4,0.0352805),  (5,-0.00039566),  (6,-0.00110823),  (7,-0.00112249),  (8,-0.00112278),  (9,-0.00112278),  (10,-0.00112278),  (11,-0.00112278),  (12,-0.00112278),  (13,-0.00112278),  (14,-0.00112278),  (15,-0.00112278),  (16,-0.00112278),  (17,-0.00112278),  (18,-0.00112278),  (19,-0.00112278),  (20,-0.00112278),  (21,-0.00112278),  (22,-0.00112278),  (23,-0.00112278),  (24,-0.00112278),  (25,-0.00112278),  (26,-0.00112278),  (27,-0.00112278),  (28,-0.00112278),  (29,-0.00112278),  (30,-0.00112278),  (31,-0.00112277), 
frontloc = 0.00220683, frontloc_old = 0.00216817, cond. vel. = 0.0386634 m/s

Writing: "ThinLine2DTestL06ANIS20_39.chk" (0s, XML)
Steps: 4000000  Time: 0.04        
 CPU Time: 48.3716 min.
(Nodeid,phi):  (0,116.773),  (1,116.773),  (2,81.2545),  (3,1.94954),  (4,0.0378385),  (5,-0.000345802),  (6,-0.00110847),  (7,-0.00112373),  (8,-0.00112404),  (9,-0.00112404),  (10,-0.00112404),  (11,-0.00112404),  (12,-0.00112404),  (13,-0.00112404),  (14,-0.00112404),  (15,-0.00112404),  (16,-0.00112404),  (17,-0.00112404),  (18,-0.00112404),  (19,-0.00112404),  (20,-0.00112404),  (21,-0.00112404),  (22,-0.00112404),  (23,-0.00112404),  (24,-0.00112404),  (25,-0.00112404),  (26,-0.00112404),  (27,-0.00112404),  (28,-0.00112404),  (29,-0.00112404),  (30,-0.00112404),  (31,-0.00112403), 
frontloc = 0.00222174, frontloc_old = 0.00220683, cond. vel. = 0.014908 m/s

Writing: "ThinLine2DTestL06ANIS20_40.chk" (0s, XML)
Steps: 4100000  Time: 0.041       
 CPU Time: 48.7661 min.
(Nodeid,phi):  (0,116.722),  (1,116.722),  (2,84.2801),  (3,2.08668),  (4,0.0405765),  (5,-0.000292324),  (6,-0.00110861),  (7,-0.00112495),  (8,-0.00112527),  (9,-0.00112528),  (10,-0.00112528),  (11,-0.00112528),  (12,-0.00112528),  (13,-0.00112528),  (14,-0.00112528),  (15,-0.00112528),  (16,-0.00112528),  (17,-0.00112528),  (18,-0.00112528),  (19,-0.00112528),  (20,-0.00112528),  (21,-0.00112528),  (22,-0.00112528),  (23,-0.00112528),  (24,-0.00112528),  (25,-0.00112528),  (26,-0.00112528),  (27,-0.00112528),  (28,-0.00112528),  (29,-0.00112528),  (30,-0.00112528),  (31,-0.00112527), 
frontloc = 0.00225, frontloc_old = 0.00222174, cond. vel. = 0.0282603 m/s

Writing: "ThinLine2DTestL06ANIS20_41.chk" (0s, XML)
Steps: 4200000  Time: 0.042       
 CPU Time: 48.3732 min.
(Nodeid,phi):  (0,116.67),  (1,116.67),  (2,87.1671),  (3,2.23346),  (4,0.043507),  (5,-0.000234978),  (6,-0.00110865),  (7,-0.00112613),  (8,-0.00112648),  (9,-0.00112649),  (10,-0.00112649),  (11,-0.00112649),  (12,-0.00112649),  (13,-0.00112649),  (14,-0.00112649),  (15,-0.00112649),  (16,-0.00112649),  (17,-0.00112649),  (18,-0.00112649),  (19,-0.00112649),  (20,-0.00112649),  (21,-0.00112649),  (22,-0.00112649),  (23,-0.00112649),  (24,-0.00112649),  (25,-0.00112649),  (26,-0.00112649),  (27,-0.00112649),  (28,-0.00112649),  (29,-0.00112649),  (30,-0.00112649),  (31,-0.00112648), 
frontloc = 0.00229317, frontloc_old = 0.00225, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_42.chk" (0s, XML)
Steps: 4300000  Time: 0.043       
 CPU Time: 48.3931 min.
(Nodeid,phi):  (0,116.615),  (1,116.615),  (2,89.8998),  (3,2.39054),  (4,0.0466433),  (5,-0.000173497),  (6,-0.00110858),  (7,-0.0011273),  (8,-0.00112767),  (9,-0.00112768),  (10,-0.00112768),  (11,-0.00112768),  (12,-0.00112768),  (13,-0.00112768),  (14,-0.00112768),  (15,-0.00112768),  (16,-0.00112768),  (17,-0.00112768),  (18,-0.00112768),  (19,-0.00112768),  (20,-0.00112768),  (21,-0.00112768),  (22,-0.00112768),  (23,-0.00112768),  (24,-0.00112768),  (25,-0.00112768),  (26,-0.00112768),  (27,-0.00112768),  (28,-0.00112768),  (29,-0.00112768),  (30,-0.00112768),  (31,-0.00112767), 
frontloc = 0.00233183, frontloc_old = 0.00229317, cond. vel. = 0.0386634 m/s

Writing: "ThinLine2DTestL06ANIS20_43.chk" (0s, XML)
Steps: 4400000  Time: 0.044       
 CPU Time: 48.3669 min.
(Nodeid,phi):  (0,116.559),  (1,116.559),  (2,92.4663),  (3,2.55864),  (4,0.0499998),  (5,-0.000107597),  (6,-0.00110841),  (7,-0.00112844),  (8,-0.00112884),  (9,-0.00112884),  (10,-0.00112884),  (11,-0.00112884),  (12,-0.00112884),  (13,-0.00112884),  (14,-0.00112884),  (15,-0.00112884),  (16,-0.00112884),  (17,-0.00112884),  (18,-0.00112884),  (19,-0.00112884),  (20,-0.00112884),  (21,-0.00112884),  (22,-0.00112884),  (23,-0.00112884),  (24,-0.00112884),  (25,-0.00112884),  (26,-0.00112884),  (27,-0.00112884),  (28,-0.00112884),  (29,-0.00112884),  (30,-0.00112884),  (31,-0.00112883), 
frontloc = 0.002375, frontloc_old = 0.00233183, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_44.chk" (0s, XML)
Steps: 4500000  Time: 0.045       
 CPU Time: 48.3882 min.
(Nodeid,phi):  (0,116.501),  (1,116.501),  (2,94.8589),  (3,2.73853),  (4,0.0535918),  (5,-3.69703e-05),  (6,-0.00110811),  (7,-0.00112955),  (8,-0.00112998),  (9,-0.00112999),  (10,-0.00112999),  (11,-0.00112999),  (12,-0.00112999),  (13,-0.00112999),  (14,-0.00112998),  (15,-0.00112999),  (16,-0.00112999),  (17,-0.00112999),  (18,-0.00112998),  (19,-0.00112999),  (20,-0.00112999),  (21,-0.00112999),  (22,-0.00112998),  (23,-0.00112999),  (24,-0.00112999),  (25,-0.00112999),  (26,-0.00112998),  (27,-0.00112999),  (28,-0.00112999),  (29,-0.00112998),  (30,-0.00112998),  (31,-0.00112998), 
frontloc = 0.00241366, frontloc_old = 0.002375, cond. vel. = 0.0386634 m/s

Writing: "ThinLine2DTestL06ANIS20_45.chk" (0s, XML)
Steps: 4600000  Time: 0.046       
 CPU Time: 48.3893 min.
(Nodeid,phi):  (0,116.441),  (1,116.441),  (2,97.0738),  (3,2.93105),  (4,0.057436),  (5,3.87161e-05),  (6,-0.0011077),  (7,-0.00113064),  (8,-0.0011311),  (9,-0.00113111),  (10,-0.00113111),  (11,-0.00113111),  (12,-0.00113111),  (13,-0.00113111),  (14,-0.0011311),  (15,-0.00113111),  (16,-0.00113111),  (17,-0.00113111),  (18,-0.0011311),  (19,-0.00113111),  (20,-0.00113111),  (21,-0.00113111),  (22,-0.0011311),  (23,-0.00113111),  (24,-0.00113111),  (25,-0.00113111),  (26,-0.0011311),  (27,-0.00113111),  (28,-0.00113111),  (29,-0.0011311),  (30,-0.0011311),  (31,-0.0011311), 

Writing: "ThinLine2DTestL06ANIS20_46.chk" (0s, XML)
Steps: 4700000  Time: 0.047       
 CPU Time: 48.3968 min.
(Nodeid,phi):  (0,116.379),  (1,116.379),  (2,99.1108),  (3,3.1371),  (4,0.0615503),  (5,0.000119821),  (6,-0.00110715),  (7,-0.0011317),  (8,-0.00113219),  (9,-0.0011322),  (10,-0.0011322),  (11,-0.0011322),  (12,-0.0011322),  (13,-0.0011322),  (14,-0.0011322),  (15,-0.0011322),  (16,-0.0011322),  (17,-0.0011322),  (18,-0.0011322),  (19,-0.0011322),  (20,-0.0011322),  (21,-0.0011322),  (22,-0.0011322),  (23,-0.0011322),  (24,-0.0011322),  (25,-0.0011322),  (26,-0.0011322),  (27,-0.0011322),  (28,-0.0011322),  (29,-0.0011322),  (30,-0.0011322),  (31,-0.00113219), 
frontloc = 0.00275, frontloc_old = 0.00241366, cond. vel. = 0.336337 m/s

Writing: "ThinLine2DTestL06ANIS20_47.chk" (0s, XML)
Steps: 4800000  Time: 0.048       
 CPU Time: 48.3797 min.
(Nodeid,phi):  (0,116.316),  (1,116.316),  (2,100.973),  (3,3.35763),  (4,0.0659542),  (5,0.000206729),  (6,-0.00110647),  (7,-0.00113275),  (8,-0.00113327),  (9,-0.00113328),  (10,-0.00113328),  (11,-0.00113328),  (12,-0.00113328),  (13,-0.00113328),  (14,-0.00113328),  (15,-0.00113328),  (16,-0.00113328),  (17,-0.00113328),  (18,-0.00113328),  (19,-0.00113328),  (20,-0.00113328),  (21,-0.00113328),  (22,-0.00113328),  (23,-0.00113328),  (24,-0.00113328),  (25,-0.00113328),  (26,-0.00113328),  (27,-0.00113328),  (28,-0.00113328),  (29,-0.00113328),  (30,-0.00113328),  (31,-0.00113327), 

Writing: "ThinLine2DTestL06ANIS20_48.chk" (0s, XML)
Steps: 4900000  Time: 0.049       
 CPU Time: 48.4047 min.
(Nodeid,phi):  (0,116.251),  (1,116.251),  (2,102.665),  (3,3.5937),  (4,0.0706683),  (5,0.000299855),  (6,-0.00110564),  (7,-0.00113376),  (8,-0.00113432),  (9,-0.00113433),  (10,-0.00113434),  (11,-0.00113433),  (12,-0.00113434),  (13,-0.00113434),  (14,-0.00113433),  (15,-0.00113433),  (16,-0.00113433),  (17,-0.00113434),  (18,-0.00113433),  (19,-0.00113434),  (20,-0.00113434),  (21,-0.00113434),  (22,-0.00113433),  (23,-0.00113434),  (24,-0.00113434),  (25,-0.00113434),  (26,-0.00113433),  (27,-0.00113434),  (28,-0.00113433),  (29,-0.00113433),  (30,-0.00113433),  (31,-0.00113433), 
frontloc = 0.00279317, frontloc_old = 0.00275, cond. vel. = 0.0431683 m/s

Writing: "ThinLine2DTestL06ANIS20_49.chk" (0s, XML)
Steps: 5000000  Time: 0.05        
 CPU Time: 48.3908 min.
(Nodeid,phi):  (0,116.184),  (1,116.184),  (2,104.195),  (3,3.8464),  (4,0.0757147),  (5,0.000399636),  (6,-0.00110465),  (7,-0.00113476),  (8,-0.00113536),  (9,-0.00113537),  (10,-0.00113537),  (11,-0.00113537),  (12,-0.00113537),  (13,-0.00113537),  (14,-0.00113537),  (15,-0.00113537),  (16,-0.00113537),  (17,-0.00113537),  (18,-0.00113537),  (19,-0.00113537),  (20,-0.00113537),  (21,-0.00113537),  (22,-0.00113537),  (23,-0.00113537),  (24,-0.00113537),  (25,-0.00113537),  (26,-0.00113537),  (27,-0.00113537),  (28,-0.00113537),  (29,-0.00113537),  (30,-0.00113537),  (31,-0.00113536), 

Writing: "ThinLine2DTestL06ANIS20_50.chk" (0s, XML)
Steps: 5100000  Time: 0.051       
 CPU Time: 48.523 min.
(Nodeid,phi):  (0,116.116),  (1,116.116),  (2,105.572),  (3,4.11691),  (4,0.0811167),  (5,0.000506542),  (6,-0.00110351),  (7,-0.00113573),  (8,-0.00113637),  (9,-0.00113638),  (10,-0.00113638),  (11,-0.00113638),  (12,-0.00113638),  (13,-0.00113638),  (14,-0.00113638),  (15,-0.00113638),  (16,-0.00113638),  (17,-0.00113638),  (18,-0.00113638),  (19,-0.00113638),  (20,-0.00113638),  (21,-0.00113638),  (22,-0.00113638),  (23,-0.00113638),  (24,-0.00113638),  (25,-0.00113638),  (26,-0.00113638),  (27,-0.00113638),  (28,-0.00113638),  (29,-0.00113638),  (30,-0.00113638),  (31,-0.00113637), 
frontloc = 0.002875, frontloc_old = 0.00279317, cond. vel. = 0.0818317 m/s

Writing: "ThinLine2DTestL06ANIS20_51.chk" (0s, XML)
Steps: 5200000  Time: 0.052       
 CPU Time: 48.4128 min.
