0,0,0,0.2943472371539102
0,0,1,0.3648686768377368
0,0,2,0.3081436241051444
0,0,3,0.1780444168334977
0,1,0,0.7064763308469422
0,1,1,0.9391272512423697
0,1,2,0.2488300656327037
0,1,3,0.4148648074822123
0,2,0,0.19281531764475257
0,2,1,0.8424963877713849
0,2,2,0.9752331772489576
0,2,3,0.3646583111934074
0,3,0,0.7817783954886538
0,3,1,0.02030296674994725
0,3,2,0.5560337079173608
0,3,3,0.6731127098523656
1,0,0,0.9991581747735007
1,0,1,0.4053370779858675
1,0,2,0.32438901553923705
1,0,3,0.5682763871056867
1,1,0,0.5178411519035565
1,1,1,0.5482471436649335
1,1,2,0.592996005383945
1,1,3,0.52568354865028
1,2,0,0.08986345969863019
1,2,1,0.5787657346081109
1,2,2,0.3176328471451967
1,2,3,0.6034836449089414
1,3,0,0.12864625705831356
1,3,1,0.2618043217870417
1,3,2,0.6333425220947134
1,3,3,0.5205026664882295
2,0,0,0.8692626073790182
2,0,1,0.3043671136518187
2,0,2,0.02141220422372747
2,0,3,0.8573867326061589
2,1,0,0.3179430208512367
2,1,1,0.2563493587052913
2,1,2,0.9051830818948261
2,1,3,0.41764615958082996
2,2,0,0.5682346061179103
2,2,1,0.6026793446465308
2,2,2,0.42613245274670664
2,2,3,0.4598534929804873
2,3,0,0.9383990518662606
2,3,1,0.5603563652198258
2,3,2,0.4402698895168692
2,3,3,0.8637708128385237
3,0,0,0.9401447627744323
3,0,1,0.06698859349740904
3,0,2,0.15527034960495245
3,0,3,0.815434298832891
3,1,0,0.6879472815871646
3,1,1,0.5670167847979775
3,1,2,0.04774211946344331
3,1,3,0.6786085371833916
3,2,0,0.2074616531035003
3,2,1,0.364634510528442
3,2,2,0.5154533637775399
3,2,3,0.10927278247614303
3,3,0,0.30755965470186997
3,3,1,0.25493404001421693
3,3,2,0.378962341006542
3,3,3,0.9373565841075202
